index,dataset,expID,base_model,meta_model,preproc_model,results_dir_path,model_time,postproc_time,preproc_time
ACSIncome_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=195482707_hash=486fd14d_2023.09.11-07.55,ACSIncome,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=195482707_hash=486fd14d_2023.09.11-07.55.07,601.774,7.89,675.877
ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=712964430_hash=9a992195_2023.09.09-16.07,ACSIncome,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=712964430_hash=9a992195_2023.09.09-16.07.12,20544.672,33.487,
ACSIncome_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=655704049_hash=52a87db3_2023.09.11-10.10,ACSIncome,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=655704049_hash=52a87db3_2023.09.11-10.10.00,3947.784,13.292,954.054
ACSIncome_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=664876247_hash=4e217e38_2023.09.12-08.55,ACSIncome,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=664876247_hash=4e217e38_2023.09.12-08.55.46,6926.341,173.068,2.979
ACSIncome_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=653825075_hash=171d6beb_2023.09.10-13.12,ACSIncome,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=653825075_hash=171d6beb_2023.09.10-13.12.14,8.907,0.441,
ACSIncome_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=792776733_hash=392cbdb2_2023.09.10-13.36,ACSIncome,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=792776733_hash=392cbdb2_2023.09.10-13.36.05,827.772,0.352,
ACSIncome_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=772281763_hash=1eaaca2f_2023.09.10-13.05,ACSIncome,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=772281763_hash=1eaaca2f_2023.09.10-13.05.37,62.715,3.47,
ACSIncome_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=460175364_hash=e63bcfb0_2023.09.08-16.48,ACSIncome,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=460175364_hash=e63bcfb0_2023.09.08-16.48.51,2174.661,20.895,
ACSIncome_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=427018874_hash=87df9c79_2023.09.10-13.10,ACSIncome,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=427018874_hash=87df9c79_2023.09.10-13.10.27,473.574,16.545,
ACSIncome_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=446223968_hash=4e217e38_2023.09.11-09.00,ACSIncome,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=446223968_hash=4e217e38_2023.09.11-09.00.56,643.81,26.923,2.996
ACSIncome_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=829790758_hash=1eaaca2f_2023.09.08-15.53,ACSIncome,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=829790758_hash=1eaaca2f_2023.09.08-15.53.08,252.997,138.752,
ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=865581307_hash=78096807_2023.09.11-07.39,ACSIncome,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=865581307_hash=78096807_2023.09.11-07.39.18,70.257,6.14,3.28
ACSIncome_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=821732320_hash=45f4eb92_2023.09.10-13.21,ACSIncome,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=821732320_hash=45f4eb92_2023.09.10-13.21.22,908.572,5.23,
ACSIncome_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=653825077_hash=171d6beb_2023.09.10-13.13,ACSIncome,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=653825077_hash=171d6beb_2023.09.10-13.13.17,14.219,0.574,
ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=535607016_hash=9a992195_2023.09.10-20.04,ACSIncome,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=535607016_hash=9a992195_2023.09.10-20.04.50,21979.445,34.157,
ACSIncome_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=317533411_hash=171d6beb_2023.09.09-14.30,ACSIncome,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=317533411_hash=171d6beb_2023.09.09-14.30.51,8.561,0.404,
ACSIncome_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=538013482_hash=01065c67_2023.09.11-05.29,ACSIncome,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=538013482_hash=01065c67_2023.09.11-05.29.55,15620.769,92.108,
ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=947822666_hash=78096807_2023.09.12-07.45,ACSIncome,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=947822666_hash=78096807_2023.09.12-07.45.48,47.225,5.241,2.642
ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=847175088_hash=78096807_2023.09.08-17.44,ACSIncome,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=847175088_hash=78096807_2023.09.08-17.44.58,12797.502,99.056,2.624
ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=463528994_hash=9a992195_2023.09.08-16.51,ACSIncome,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=463528994_hash=9a992195_2023.09.08-16.51.25,538.432,2.683,
ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=947822661_hash=78096807_2023.09.12-07.29,ACSIncome,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=947822661_hash=78096807_2023.09.12-07.29.46,491.575,26.114,2.724
ACSIncome_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=15773087_hash=49ef6938_2023.09.09-17.30,ACSIncome,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=15773087_hash=49ef6938_2023.09.09-17.30.14,1149.96,0.519,
ACSIncome_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=162557221_hash=49ef6938_2023.09.12-01.26,ACSIncome,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=162557221_hash=49ef6938_2023.09.12-01.26.13,4390.64,0.546,
ACSIncome_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=68604817_hash=a34ed80b_2023.09.09-14.43,ACSIncome,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=68604817_hash=a34ed80b_2023.09.09-14.43.23,4823.98,17.273,
ACSIncome_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=816550463_hash=e63bcfb0_2023.09.11-21.07,ACSIncome,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=816550463_hash=e63bcfb0_2023.09.11-21.07.05,1870.236,18.692,
ACSIncome_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=740268904_hash=486fd14d_2023.09.12-08.12,ACSIncome,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=740268904_hash=486fd14d_2023.09.12-08.12.40,182.719,10.518,711.589
ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=947822674_hash=78096807_2023.09.12-07.58,ACSIncome,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=947822674_hash=78096807_2023.09.12-07.58.47,12045.644,107.624,2.905
ACSIncome_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=468159735_hash=a34ed80b_2023.09.08-16.00,ACSIncome,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=468159735_hash=a34ed80b_2023.09.08-16.00.15,174498.717,936.88,
ACSIncome_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=816550464_hash=e63bcfb0_2023.09.11-21.20,ACSIncome,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=816550464_hash=e63bcfb0_2023.09.11-21.20.12,2359.465,8.024,
ACSIncome_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=655704055_hash=52a87db3_2023.09.11-10.39,ACSIncome,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=655704055_hash=52a87db3_2023.09.11-10.39.36,17075.629,43.135,797.929
ACSIncome_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=878916022_hash=17d232de_2023.09.10-01.06,ACSIncome,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=878916022_hash=17d232de_2023.09.10-01.06.06,54.962,0.343,2.436
ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=464338401_hash=9a992195_2023.09.12-00.32,ACSIncome,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=464338401_hash=9a992195_2023.09.12-00.32.13,2183.115,8.273,
ACSIncome_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=821732324_hash=45f4eb92_2023.09.10-13.22,ACSIncome,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=821732324_hash=45f4eb92_2023.09.10-13.22.42,69.844,4.582,
ACSIncome_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=886284997_hash=99966eb0_2023.09.11-01.50,ACSIncome,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=886284997_hash=99966eb0_2023.09.11-01.50.53,578.707,0.405,
ACSIncome_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=349965714_hash=49ef6938_2023.09.08-17.05,ACSIncome,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=349965714_hash=49ef6938_2023.09.08-17.05.59,917.192,0.422,
ACSIncome_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=317533409_hash=171d6beb_2023.09.09-14.29,ACSIncome,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=317533409_hash=171d6beb_2023.09.09-14.29.53,92.507,0.451,
ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=847175094_hash=78096807_2023.09.08-17.52,ACSIncome,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=847175094_hash=78096807_2023.09.08-17.52.42,88.669,5.492,2.234
ACSIncome_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=514927896_hash=1eaaca2f_2023.09.09-14.25,ACSIncome,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=514927896_hash=1eaaca2f_2023.09.09-14.25.29,402.181,802.571,
ACSIncome_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=762747373_hash=52a87db3_2023.09.12-10.41,ACSIncome,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=762747373_hash=52a87db3_2023.09.12-10.41.20,6477.94,24.597,719.695
ACSIncome_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=446223971_hash=4e217e38_2023.09.11-09.03,ACSIncome,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=446223971_hash=4e217e38_2023.09.11-09.03.41,249.536,8.159,2.891
ACSIncome_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=762747365_hash=52a87db3_2023.09.12-09.37,ACSIncome,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=762747365_hash=52a87db3_2023.09.12-09.37.43,4206.967,15.355,485.368
ACSIncome_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=908727240_hash=01065c67_2023.09.09-18.32,ACSIncome,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=908727240_hash=01065c67_2023.09.09-18.32.16,4397.642,9.768,
ACSIncome_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=737286541_hash=52a87db3_2023.09.10-00.14,ACSIncome,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=737286541_hash=52a87db3_2023.09.10-00.14.40,19125.507,53.056,809.925
ACSIncome_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=412607425_hash=45f4eb92_2023.09.08-15.56,ACSIncome,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=412607425_hash=45f4eb92_2023.09.08-15.56.57,175.461,7.629,
ACSIncome_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=460175361_hash=e63bcfb0_2023.09.08-16.48,ACSIncome,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=460175361_hash=e63bcfb0_2023.09.08-16.48.20,2904.969,8.638,
ACSIncome_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=385933250_hash=719b98c4_2023.09.12-11.27,ACSIncome,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=385933250_hash=719b98c4_2023.09.12-11.27.02,26.813,0.314,985.796
ACSIncome_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=968050744_hash=5b7d565c_2023.09.12-12.59,ACSIncome,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=968050744_hash=5b7d565c_2023.09.12-12.59.52,710.44,4.793,734.91
ACSIncome_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=177156146_hash=87df9c79_2023.09.11-16.19,ACSIncome,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=177156146_hash=87df9c79_2023.09.11-16.19.26,1592.482,55.267,
ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=712964434_hash=9a992195_2023.09.09-16.13,ACSIncome,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=712964434_hash=9a992195_2023.09.09-16.13.24,33787.966,44.369,
ACSIncome_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=389797809_hash=87df9c79_2023.09.09-14.25,ACSIncome,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=389797809_hash=87df9c79_2023.09.09-14.25.33,131.65,4.809,
ACSIncome_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=615190499_hash=5b7d565c_2023.09.08-21.20,ACSIncome,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=615190499_hash=5b7d565c_2023.09.08-21.20.03,63790.069,65.402,601.392
ACSIncome_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=615190494_hash=5b7d565c_2023.09.08-21.10,ACSIncome,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=615190494_hash=5b7d565c_2023.09.08-21.10.39,7019.707,122.791,556.226
ACSIncome_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=25962346_hash=45f4eb92_2023.09.09-14.31,ACSIncome,NN,NN,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=skorch-NN_meta=None_preprocessor=None_one-hot=True_seed=25962346_hash=45f4eb92_2023.09.09-14.31.48,136.066,4.162,
ACSIncome_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=319434442_hash=f623f97d_2023.09.11-06.48,ACSIncome,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=319434442_hash=f623f97d_2023.09.11-06.48.42,239.53,41.979,
ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=865581310_hash=78096807_2023.09.11-07.42,ACSIncome,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=865581310_hash=78096807_2023.09.11-07.42.56,29.338,3.184,2.481
ACSIncome_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=325528119_hash=486fd14d_2023.09.08-17.56,ACSIncome,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=325528119_hash=486fd14d_2023.09.08-17.56.20,468.78,23.047,889.889
ACSIncome_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=878916011_hash=17d232de_2023.09.10-00.47,ACSIncome,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=878916011_hash=17d232de_2023.09.10-00.47.02,54.165,0.3,2.388
ACSIncome_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=68604821_hash=a34ed80b_2023.09.09-14.50,ACSIncome,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=68604821_hash=a34ed80b_2023.09.09-14.50.46,1957.856,9.685,
ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=463528989_hash=9a992195_2023.09.08-16.50,ACSIncome,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSIncome_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=463528989_hash=9a992195_2023.09.08-16.50.12,329.218,1.271,
