index,dataset,expID,base_model,meta_model,preproc_model,results_dir_path,model_time,postproc_time,preproc_time
ACSMobility_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=262636327_hash=35cf23ca_2023.09.11-14.07,ACSMobility,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=262636327_hash=35cf23ca_2023.09.11-14.07.09,16.103,0.144,0.485
ACSMobility_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=974361741_hash=ba57c953_2023.09.09-14.19,ACSMobility,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=974361741_hash=ba57c953_2023.09.09-14.19.11,38616.196,243.186,
ACSMobility_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=653614774_hash=d3aec7fa_2023.09.14-19.48,ACSMobility,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=653614774_hash=d3aec7fa_2023.09.14-19.48.09,281.624,2.838,188.472
ACSMobility_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=488673169_hash=b4a5d0d8_2023.09.12-11.20,ACSMobility,"GBM, GS",GBM,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=488673169_hash=b4a5d0d8_2023.09.12-11.20.37,170.548,2.913,
ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=792589200_hash=6c5779f8_2023.09.14-19.38,ACSMobility,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=792589200_hash=6c5779f8_2023.09.14-19.38.19,12.635,1.809,0.593
ACSMobility_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=319576998_hash=ba97f468_2023.09.11-12.56,ACSMobility,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=319576998_hash=ba97f468_2023.09.11-12.56.35,106.018,20.181,0.557
ACSMobility_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=530671708_hash=67aa5b24_2023.09.12-14.23,ACSMobility,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=530671708_hash=67aa5b24_2023.09.12-14.23.22,821.941,24.662,0.498
ACSMobility_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=840114196_hash=69e2ffe4_2023.09.09-14.19,ACSMobility,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=840114196_hash=69e2ffe4_2023.09.09-14.19.11,2.075,0.319,
ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=792589195_hash=6c5779f8_2023.09.14-19.35,ACSMobility,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=792589195_hash=6c5779f8_2023.09.14-19.35.19,216.221,1.845,0.538
ACSMobility_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=319576991_hash=ba97f468_2023.09.11-12.54,ACSMobility,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=319576991_hash=ba97f468_2023.09.11-12.54.16,357.415,3.146,0.565
ACSMobility_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=290467658_hash=1225047a_2023.09.11-14.18,ACSMobility,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=290467658_hash=1225047a_2023.09.11-14.18.46,107.654,0.135,166.727
ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=304453954_hash=6c5779f8_2023.09.12-15.11,ACSMobility,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=304453954_hash=6c5779f8_2023.09.12-15.11.48,1480.969,26.265,0.488
ACSMobility_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=28000453_hash=5a37ae84_2023.09.12-12.28,ACSMobility,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=28000453_hash=5a37ae84_2023.09.12-12.28.50,283.443,0.069,
ACSMobility_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=290467653_hash=1225047a_2023.09.11-14.16,ACSMobility,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=290467653_hash=1225047a_2023.09.11-14.16.26,4.487,0.118,182.28
ACSMobility_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=319576985_hash=ba97f468_2023.09.11-12.49,ACSMobility,"GBM, CR",GBM,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=319576985_hash=ba97f468_2023.09.11-12.49.59,108.202,1.113,0.487
ACSMobility_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=243455773_hash=0324328f_2023.09.12-12.44,ACSMobility,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=243455773_hash=0324328f_2023.09.12-12.44.46,675.083,0.157,
ACSMobility_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=547099637_hash=6357d0b7_2023.09.12-11.14,ACSMobility,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=547099637_hash=6357d0b7_2023.09.12-11.14.31,20.853,0.184,
ACSMobility_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=165482203_hash=0324328f_2023.09.14-18.14,ACSMobility,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=165482203_hash=0324328f_2023.09.14-18.14.19,913.185,0.184,
ACSMobility_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=826911379_hash=104ab9f0_2023.09.12-14.30,ACSMobility,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=826911379_hash=104ab9f0_2023.09.12-14.30.45,6509.18,22.475,121.553
ACSMobility_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=986798284_hash=dcc873f3_2023.09.11-12.38,ACSMobility,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=986798284_hash=dcc873f3_2023.09.11-12.38.17,10.678,1.532,
ACSMobility_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=564263191_hash=6357d0b7_2023.09.09-14.19,ACSMobility,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=564263191_hash=6357d0b7_2023.09.09-14.19.11,19.882,0.168,
ACSMobility_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=179538990_hash=6357d0b7_2023.09.11-10.04,ACSMobility,LR,LR,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=None_preprocessor=None_one-hot=True_seed=179538990_hash=6357d0b7_2023.09.11-10.04.23,11.065,0.178,
ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=749914191_hash=6c5779f8_2023.09.11-14.25,ACSMobility,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=749914191_hash=6c5779f8_2023.09.11-14.25.15,196.236,2.083,0.555
ACSMobility_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=391258448_hash=5a37ae84_2023.09.14-18.01,ACSMobility,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=391258448_hash=5a37ae84_2023.09.14-18.01.39,1197.011,0.128,
ACSMobility_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=637306872_hash=35cf23ca_2023.09.12-14.56,ACSMobility,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=637306872_hash=35cf23ca_2023.09.12-14.56.04,67.361,0.159,0.564
ACSMobility_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=322246226_hash=d3aec7fa_2023.09.12-15.32,ACSMobility,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=322246226_hash=d3aec7fa_2023.09.12-15.32.35,227.331,1.714,179.288
ACSMobility_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=826911381_hash=104ab9f0_2023.09.12-14.31,ACSMobility,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=826911381_hash=104ab9f0_2023.09.12-14.31.44,447.025,1.911,159.937
ACSMobility_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=668144579_hash=dd57f954_2023.09.12-15.33,ACSMobility,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=668144579_hash=dd57f954_2023.09.12-15.33.36,1412.601,8.285,
ACSMobility_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=871812238_hash=69e2ffe4_2023.09.12-11.12,ACSMobility,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=871812238_hash=69e2ffe4_2023.09.12-11.12.24,9.106,0.676,
ACSMobility_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=517092827_hash=d3aec7fa_2023.09.12-16.22,ACSMobility,"NN, LFR",NN,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=517092827_hash=d3aec7fa_2023.09.12-16.22.36,165.9,1.412,147.415
ACSMobility_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=344973594_hash=d03d37da_2023.09.11-10.42,ACSMobility,"RF, GS",RF,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=False_seed=344973594_hash=d03d37da_2023.09.11-10.42.25,15133.483,38.217,
ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=304453966_hash=6c5779f8_2023.09.12-15.18,ACSMobility,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=304453966_hash=6c5779f8_2023.09.12-15.18.03,95.234,2.597,0.552
ACSMobility_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=243455780_hash=0324328f_2023.09.12-12.49,ACSMobility,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=243455780_hash=0324328f_2023.09.12-12.49.46,211.778,0.18,
ACSMobility_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=227483240_hash=2dd24312_2023.09.12-11.12,ACSMobility,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=227483240_hash=2dd24312_2023.09.12-11.12.27,693.917,40.945,
ACSMobility_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=530892812_hash=dd57f954_2023.09.11-11.39,ACSMobility,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=530892812_hash=dd57f954_2023.09.11-11.39.32,2089.372,3.456,
ACSMobility_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=823597304_hash=67aa5b24_2023.09.11-13.25,ACSMobility,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=823597304_hash=67aa5b24_2023.09.11-13.25.44,84.275,3.003,0.521
ACSMobility_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=840114195_hash=69e2ffe4_2023.09.09-14.19,ACSMobility,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=840114195_hash=69e2ffe4_2023.09.09-14.19.11,2.934,0.273,
ACSMobility_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=807393449_hash=ba57c953_2023.09.12-11.17,ACSMobility,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=807393449_hash=ba57c953_2023.09.12-11.17.31,432.43,0.288,
ACSMobility_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=735296499_hash=e5cc771f_2023.09.14-18.55,ACSMobility,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=735296499_hash=e5cc771f_2023.09.14-18.55.21,117.562,12.08,648.241
ACSMobility_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=696364060_hash=35cf23ca_2023.09.12-15.54,ACSMobility,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=696364060_hash=35cf23ca_2023.09.12-15.54.15,15.175,0.154,0.516
ACSMobility_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=815091787_hash=91ccb3c4_2023.09.12-11.29,ACSMobility,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=815091787_hash=91ccb3c4_2023.09.12-11.29.22,4481.427,9.69,
ACSMobility_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=800657339_hash=104ab9f0_2023.09.14-19.20,ACSMobility,"RF, LFR",RF,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=800657339_hash=104ab9f0_2023.09.14-19.20.20,157.77,0.695,174.753
ACSMobility_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=696364056_hash=35cf23ca_2023.09.12-15.48,ACSMobility,"LR, CR",LR,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=696364056_hash=35cf23ca_2023.09.12-15.48.40,15.449,0.201,0.506
ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=304453962_hash=6c5779f8_2023.09.12-15.16,ACSMobility,"NN, CR",NN,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=304453962_hash=6c5779f8_2023.09.12-15.16.23,247.625,1.556,0.438
ACSMobility_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=735296491_hash=e5cc771f_2023.09.14-18.48,ACSMobility,"GBM, LFR",GBM,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=735296491_hash=e5cc771f_2023.09.14-18.48.52,146.369,13.276,144.004
ACSMobility_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=191860175_hash=0324328f_2023.09.11-11.22,ACSMobility,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=191860175_hash=0324328f_2023.09.11-11.22.58,292.832,0.173,
ACSMobility_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=530892816_hash=dd57f954_2023.09.11-11.41,ACSMobility,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=530892816_hash=dd57f954_2023.09.11-11.41.54,87791.931,10.031,
ACSMobility_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=290467652_hash=1225047a_2023.09.11-14.14,ACSMobility,"LR, LFR",LR,None,LFR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=None_preprocessor=aif360-LFR_one-hot=True_seed=290467652_hash=1225047a_2023.09.11-14.14.28,141.39,0.134,154.944
ACSMobility_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=799922975_hash=91ccb3c4_2023.09.14-17.29,ACSMobility,"RF, EG",RF,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=799922975_hash=91ccb3c4_2023.09.14-17.29.56,691.782,8.173,
ACSMobility_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=552649191_hash=69e2ffe4_2023.09.14-17.23,ACSMobility,GBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=None_preprocessor=None_one-hot=False_seed=552649191_hash=69e2ffe4_2023.09.14-17.23.26,13.832,1.169,
ACSMobility_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=509046064_hash=dcc873f3_2023.09.12-13.34,ACSMobility,FairGBM,GBM,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=fairgbm_equal-odds-constraint_meta=None_preprocessor=None_one-hot=False_seed=509046064_hash=dcc873f3_2023.09.12-13.34.03,7.979,0.941,
ACSMobility_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=823597308_hash=67aa5b24_2023.09.11-13.29,ACSMobility,"RF, CR",RF,None,CR,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=None_preprocessor=fairlearn-correlation-remover_one-hot=True_seed=823597308_hash=67aa5b24_2023.09.11-13.29.24,39.293,1.391,0.58
ACSMobility_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=507973852_hash=ba57c953_2023.09.11-10.07,ACSMobility,"GBM, EG",GBM,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=lightgbm_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=False_seed=507973852_hash=ba57c953_2023.09.11-10.07.23,3258.695,13.499,
ACSMobility_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=154042914_hash=2dd24312_2023.09.11-10.02,ACSMobility,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=154042914_hash=2dd24312_2023.09.11-10.02.42,60.561,2.922,
ACSMobility_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=668144581_hash=dd57f954_2023.09.12-15.35,ACSMobility,"NN, EG",NN,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=skorch-NN_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=668144581_hash=dd57f954_2023.09.12-15.35.19,34997.949,3.243,
ACSMobility_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=191860163_hash=0324328f_2023.09.11-11.12,ACSMobility,"LR, GS",LR,GS,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=fairlearn-GS_equal-odds-constraint_preprocessor=None_one-hot=True_seed=191860163_hash=0324328f_2023.09.11-11.12.47,1972.76,0.157,
ACSMobility_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=227483230_hash=2dd24312_2023.09.12-11.12,ACSMobility,RF,RF,None,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=random-forest_meta=None_preprocessor=None_one-hot=False_seed=227483230_hash=2dd24312_2023.09.12-11.12.29,100.008,6.104,
ACSMobility_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=292515914_hash=5a37ae84_2023.09.11-11.10,ACSMobility,"LR, EG",LR,EG,None,/lustre/fast/fast/acruz/ACS_T5.6-results_train=0.6_test=0.2_validation=0.2_max-groups=2_2023-09-06/ACSMobility_base=logistic-regression_meta=fairlearn-EG_equal-odds-constraint_preprocessor=None_one-hot=True_seed=292515914_hash=5a37ae84_2023.09.11-11.10.47,421.103,0.154,
